Date,Allocation
2008-06-26,"{""SQQQ"": 100.0}"
2008-06-27,"{""SQQQ"": 100.0}"
2008-06-30,"{""SQQQ"": 100.0}"
2008-07-01,"{""SQQQ"": 100.0}"
2008-07-02,"{""SQQQ"": 100.0}"
2008-07-03,"{""SQQQ"": 100.0}"
2008-07-07,"{""SQQQ"": 100.0}"
2008-07-08,"{""SQQQ"": 94.03777053563975, ""TQQQ"": 5.962229464360244}"
2008-07-09,"{""SQQQ"": 100.0}"
2008-07-10,"{""SQQQ"": 100.0}"
2008-07-11,"{""SQQQ"": 100.0}"
2008-07-14,"{""SQQQ"": 100.0}"
2008-07-15,"{""SQQQ"": 100.0}"
2008-07-16,"{""SQQQ"": 99.39041344039347, ""TQQQ"": 0.6095865596065231}"
2008-07-17,"{""SQQQ"": 91.75121389429111, ""TQQQ"": 8.248786105708888}"
2008-07-18,"{""SQQQ"": 100.0}"
2008-07-21,"{""SQQQ"": 100.0}"
2008-07-22,"{""SQQQ"": 100.0}"
2008-07-23,"{""SQQQ"": 91.72201450573144, ""TQQQ"": 8.277985494268565}"
2008-07-24,"{""SQQQ"": 100.0}"
2008-07-25,"{""SQQQ"": 90.45179260470701, ""TQQQ"": 9.54820739529299}"
2008-07-28,"{""SQQQ"": 100.0}"
2008-07-29,"{""SQQQ"": 84.77628539652659, ""TQQQ"": 15.2237146034734}"
2008-07-30,"{""SQQQ"": 78.16937619443465, ""TQQQ"": 21.830623805565352}"
2008-07-31,"{""SQQQ"": 78.94911907980851, ""TQQQ"": 21.050880920191492}"
2008-08-01,"{""SQQQ"": 90.04022934163119, ""TQQQ"": 9.959770658368818}"
2008-08-04,"{""SQQQ"": 98.115173328282, ""TQQQ"": 1.8848266717180069}"
2008-08-05,"{""SQQQ"": 64.8674854557207, ""TQQQ"": 35.132514544279296}"
2008-08-06,"{""SQQQ"": 48.94739566706643, ""TQQQ"": 51.05260433293357}"
2008-08-07,"{""SQQQ"": 55.43823350280126, ""TQQQ"": 44.56176649719875}"
2008-08-08,"{""SQQQ"": 31.722898911675856, ""TQQQ"": 68.27710108832414}"
2008-08-11,"{""SQQQ"": 21.42585090543958, ""TQQQ"": 78.57414909456043}"
2008-08-12,"{""SQQQ"": 20.27104285231661, ""TQQQ"": 79.72895714768339}"
2008-08-13,"{""SQQQ"": 19.456386076827282, ""TQQQ"": 80.54361392317271}"
2008-08-14,"{""SQQQ"": 8.595328748232788, ""TQQQ"": 91.40467125176721}"
2008-08-15,"{""SQQQ"": 9.689882099633639, ""TQQQ"": 90.31011790036636}"
2008-08-18,"{""SQQQ"": 20.99321524441612, ""TQQQ"": 79.00678475558388}"
2008-08-19,"{""SQQQ"": 33.03390176789961, ""TQQQ"": 66.96609823210039}"
2008-08-20,"{""SQQQ"": 30.657059716489087, ""TQQQ"": 69.34294028351091}"
2008-08-21,"{""SQQQ"": 36.07787687622361, ""TQQQ"": 63.92212312377639}"
2008-08-22,"{""SQQQ"": 21.752002331884444, ""TQQQ"": 78.24799766811556}"
2008-08-25,"{""SQQQ"": 42.685156964340024, ""TQQQ"": 57.314843035659976}"
2008-08-26,"{""SQQQ"": 42.95658010582548, ""TQQQ"": 57.04341989417452}"
2008-08-27,"{""SQQQ"": 35.62293351479148, ""TQQQ"": 64.37706648520852}"
2008-08-28,"{""SQQQ"": 26.929085410821084, ""TQQQ"": 73.07091458917891}"
2008-08-29,"{""SQQQ"": 47.16033202271744, ""TQQQ"": 52.83966797728256}"
2008-09-02,"{""SQQQ"": 58.80575740881607, ""TQQQ"": 41.19424259118393}"
2008-09-03,"{""SQQQ"": 67.38125869719318, ""TQQQ"": 32.61874130280682}"
2008-09-04,"{""SQQQ"": 97.80267211196745, ""TQQQ"": 2.197327888032556}"
2008-09-05,"{""SQQQ"": 100.0}"
2008-09-08,"{""SQQQ"": 100.0}"
2008-09-09,"{""SQQQ"": 100.0}"
2008-09-10,"{""SQQQ"": 100.0}"
2008-09-11,"{""SQQQ"": 93.19722042178678, ""TQQQ"": 6.802779578213222}"
2008-09-12,"{""SQQQ"": 96.41108218996777, ""TQQQ"": 3.588917810032219}"
2008-09-15,"{""SQQQ"": 100.0}"
2008-09-16,"{""SQQQ"": 100.0}"
2008-09-17,"{""SQQQ"": 100.0}"
2008-09-18,"{""SQQQ"": 100.0}"
2008-09-19,"{""SQQQ"": 100.0}"
2008-09-22,"{""SQQQ"": 100.0}"
2008-09-23,"{""SQQQ"": 100.0}"
2008-09-24,"{""SQQQ"": 100.0}"
2008-09-25,"{""SQQQ"": 100.0}"
2008-09-26,"{""SQQQ"": 100.0}"
2008-09-29,"{""SQQQ"": 100.0}"
2008-09-30,"{""SQQQ"": 100.0}"
2008-10-01,"{""SQQQ"": 100.0}"
2008-10-02,"{""SQQQ"": 100.0}"
2008-10-03,"{""SQQQ"": 100.0}"
2008-10-06,"{""SQQQ"": 100.0}"
2008-10-07,"{""SQQQ"": 100.0}"
2008-10-08,"{""SQQQ"": 100.0}"
2008-10-09,"{""SQQQ"": 100.0}"
2008-10-10,"{""SQQQ"": 100.0}"
2008-10-13,"{""SQQQ"": 100.0}"
2008-10-14,"{""SQQQ"": 100.0}"
2008-10-15,"{""SQQQ"": 100.0}"
2008-10-16,"{""SQQQ"": 100.0}"
2008-10-17,"{""SQQQ"": 100.0}"
2008-10-20,"{""SQQQ"": 100.0}"
2008-10-21,"{""SQQQ"": 100.0}"
2008-10-22,"{""SQQQ"": 100.0}"
2008-10-23,"{""SQQQ"": 100.0}"
2008-10-24,"{""SQQQ"": 100.0}"
2008-10-27,"{""SQQQ"": 100.0}"
2008-10-28,"{""SQQQ"": 100.0}"
2008-10-29,"{""SQQQ"": 100.0}"
2008-10-30,"{""SQQQ"": 100.0}"
2008-10-31,"{""SQQQ"": 100.0}"
2008-11-03,"{""SQQQ"": 100.0}"
2008-11-04,"{""SQQQ"": 100.0}"
2008-11-05,"{""SQQQ"": 100.0}"
2008-11-06,"{""SQQQ"": 100.0}"
2008-11-07,"{""SQQQ"": 100.0}"
2008-11-10,"{""SQQQ"": 100.0}"
2008-11-11,"{""SQQQ"": 100.0}"
2008-11-12,"{""SQQQ"": 100.0}"
2008-11-13,"{""SQQQ"": 100.0}"
2008-11-14,"{""SQQQ"": 100.0}"
2008-11-17,"{""SQQQ"": 100.0}"
2008-11-18,"{""SQQQ"": 100.0}"
2008-11-19,"{""SQQQ"": 100.0}"
2008-11-20,"{""SQQQ"": 100.0}"
2008-11-21,"{""SQQQ"": 100.0}"
2008-11-24,"{""SQQQ"": 100.0}"
2008-11-25,"{""SQQQ"": 100.0}"
2008-11-26,"{""SQQQ"": 100.0}"
2008-11-28,"{""SQQQ"": 100.0}"
2008-12-01,"{""SQQQ"": 100.0}"
2008-12-02,"{""SQQQ"": 100.0}"
2008-12-03,"{""SQQQ"": 100.0}"
2008-12-04,"{""SQQQ"": 100.0}"
2008-12-05,"{""SQQQ"": 100.0}"
2008-12-08,"{""SQQQ"": 84.93446966522477, ""TQQQ"": 15.065530334775234}"
2008-12-09,"{""SQQQ"": 82.34375607417283, ""TQQQ"": 17.656243925827166}"
2008-12-10,"{""SQQQ"": 79.95190490465701, ""TQQQ"": 20.048095095342987}"
2008-12-11,"{""SQQQ"": 100.0}"
2008-12-12,"{""SQQQ"": 77.04127005039376, ""TQQQ"": 22.95872994960624}"
2008-12-15,"{""SQQQ"": 89.74693261683862, ""TQQQ"": 10.253067383161376}"
2008-12-16,"{""SQQQ"": 40.56265679130326, ""TQQQ"": 59.43734320869674}"
2008-12-17,"{""SQQQ"": 51.21648840347519, ""TQQQ"": 48.78351159652482}"
2008-12-18,"{""SQQQ"": 67.05502760370547, ""TQQQ"": 32.944972396294524}"
2008-12-19,"{""SQQQ"": 59.306914851062565, ""TQQQ"": 40.69308514893744}"
2008-12-22,"{""SQQQ"": 79.61558490112573, ""TQQQ"": 20.384415098874282}"
2008-12-23,"{""SQQQ"": 80.70766384459135, ""TQQQ"": 19.292336155408655}"
2008-12-24,"{""SQQQ"": 75.11833046471598, ""TQQQ"": 24.88166953528401}"
2008-12-26,"{""SQQQ"": 74.49037277322003, ""TQQQ"": 25.509627226779962}"
2008-12-29,"{""SQQQ"": 80.04303425202689, ""TQQQ"": 19.956965747973122}"
2008-12-30,"{""SQQQ"": 58.271723410869406, ""TQQQ"": 41.728276589130594}"
2008-12-31,"{""SQQQ"": 47.486943622188015, ""TQQQ"": 52.513056377811985}"
2009-01-02,"{""SQQQ"": 3.4844326998001995, ""TQQQ"": 96.5155673001998}"
2009-01-05,"{""SQQQ"": 4.113773996450465, ""TQQQ"": 95.88622600354954}"
2009-01-06,"{""cash"": 100.0}"
2009-01-07,"{""SQQQ"": 24.980040865482223, ""TQQQ"": 75.01995913451778}"
2009-01-08,"{""SQQQ"": 15.596454245716584, ""TQQQ"": 84.40354575428341}"
2009-01-09,"{""SQQQ"": 37.688561185145076, ""TQQQ"": 62.311438814854924}"
2009-01-12,"{""SQQQ"": 54.776260966769485, ""TQQQ"": 45.22373903323052}"
2009-01-13,"{""SQQQ"": 52.20675606857912, ""TQQQ"": 47.79324393142089}"
2009-01-14,"{""SQQQ"": 79.62867123819395, ""TQQQ"": 20.37132876180605}"
2009-01-15,"{""SQQQ"": 61.46914254505729, ""TQQQ"": 38.530857454942705}"
2009-01-16,"{""SQQQ"": 47.59669699895242, ""TQQQ"": 52.40330300104758}"
2009-01-20,"{""SQQQ"": 94.6144128309349, ""TQQQ"": 5.385587169065093}"
2009-01-21,"{""SQQQ"": 53.14074236978279, ""TQQQ"": 46.859257630217215}"
2009-01-22,"{""SQQQ"": 64.56638167224257, ""TQQQ"": 35.43361832775743}"
2009-01-23,"{""SQQQ"": 58.478081058726175, ""TQQQ"": 41.521918941273825}"
2009-01-26,"{""SQQQ"": 50.90356667425384, ""TQQQ"": 49.09643332574616}"
2009-01-27,"{""SQQQ"": 44.07753669652038, ""TQQQ"": 55.92246330347962}"
2009-01-28,"{""SQQQ"": 8.491346617941097, ""TQQQ"": 91.5086533820589}"
2009-01-29,"{""SQQQ"": 35.45030980984086, ""TQQQ"": 64.54969019015914}"
2009-01-30,"{""SQQQ"": 53.83722452241353, ""TQQQ"": 46.16277547758647}"
2009-02-02,"{""SQQQ"": 42.51702085183422, ""TQQQ"": 57.48297914816578}"
2009-02-03,"{""SQQQ"": 28.792687702231888, ""TQQQ"": 71.20731229776811}"
2009-02-04,"{""SQQQ"": 30.451519219704583, ""TQQQ"": 69.54848078029542}"
2009-02-05,"{""SQQQ"": 10.610449229423914, ""TQQQ"": 89.3895507705761}"
2009-02-06,"{""cash"": 100.0}"
2009-02-09,"{""cash"": 100.0}"
2009-02-10,"{""SQQQ"": 23.61999469816952, ""TQQQ"": 76.38000530183048}"
2009-02-11,"{""SQQQ"": 29.127469825507568, ""TQQQ"": 70.87253017449243}"
2009-02-12,"{""SQQQ"": 19.103597804729223, ""TQQQ"": 80.89640219527078}"
2009-02-13,"{""SQQQ"": 25.644069286907644, ""TQQQ"": 74.35593071309235}"
2009-02-17,"{""SQQQ"": 66.95648646455916, ""TQQQ"": 33.04351353544084}"
2009-02-18,"{""SQQQ"": 67.22391084093205, ""TQQQ"": 32.77608915906794}"
2009-02-19,"{""SQQQ"": 81.98567906238398, ""TQQQ"": 18.01432093761602}"
2009-02-20,"{""SQQQ"": 78.49609573065624, ""TQQQ"": 21.503904269343764}"
2009-02-23,"{""SQQQ"": 100.0}"
2009-02-24,"{""SQQQ"": 79.39920996822252, ""TQQQ"": 20.600790031777468}"
2009-02-25,"{""SQQQ"": 85.51579232750446, ""TQQQ"": 14.484207672495536}"
2009-02-26,"{""SQQQ"": 100.0}"
2009-02-27,"{""SQQQ"": 100.0}"
2009-03-02,"{""SQQQ"": 100.0}"
2009-03-03,"{""SQQQ"": 100.0}"
2009-03-04,"{""SQQQ"": 100.0}"
2009-03-05,"{""SQQQ"": 100.0}"
2009-03-06,"{""SQQQ"": 100.0}"
2009-03-09,"{""SQQQ"": 100.0}"
2009-03-10,"{""SQQQ"": 100.0}"
2009-03-11,"{""SQQQ"": 97.21823600838945, ""TQQQ"": 2.7817639916105503}"
2009-03-12,"{""SQQQ"": 65.33238569713369, ""TQQQ"": 34.66761430286631}"
2009-03-13,"{""SQQQ"": 62.41301226112892, ""TQQQ"": 37.58698773887108}"
2009-03-16,"{""SQQQ"": 77.99566001617134, ""TQQQ"": 22.00433998382866}"
2009-03-17,"{""SQQQ"": 40.18203707163159, ""TQQQ"": 59.81796292836841}"
2009-03-18,"{""SQQQ"": 26.447205313056223, ""TQQQ"": 73.55279468694378}"
2009-03-19,"{""SQQQ"": 25.976704683329245, ""TQQQ"": 74.02329531667075}"
2009-03-20,"{""SQQQ"": 42.42934167886821, ""TQQQ"": 57.57065832113179}"
2009-03-23,"{""cash"": 100.0}"
2009-03-24,"{""SQQQ"": 2.819651887976937, ""TQQQ"": 97.18034811202307}"
2009-03-25,"{""cash"": 100.0}"
2009-03-26,"{""cash"": 100.0}"
2009-03-27,"{""cash"": 100.0}"
2009-03-30,"{""SQQQ"": 16.458254171128527, ""TQQQ"": 83.54174582887147}"
2009-03-31,"{""SQQQ"": 8.124762660959117, ""TQQQ"": 91.87523733904088}"
2009-04-01,"{""cash"": 100.0}"
2009-04-02,"{""cash"": 100.0}"
2009-04-03,"{""cash"": 100.0}"
2009-04-06,"{""cash"": 100.0}"
2009-04-07,"{""cash"": 100.0}"
2009-04-08,"{""cash"": 100.0}"
2009-04-09,"{""cash"": 100.0}"
2009-04-13,"{""cash"": 100.0}"
2009-04-14,"{""cash"": 100.0}"
2009-04-15,"{""cash"": 100.0}"
2009-04-16,"{""cash"": 100.0}"
2009-04-17,"{""cash"": 100.0}"
2009-04-20,"{""cash"": 100.0}"
2009-04-21,"{""cash"": 100.0}"
2009-04-22,"{""cash"": 100.0}"
2009-04-23,"{""cash"": 100.0}"
2009-04-24,"{""cash"": 100.0}"
2009-04-27,"{""cash"": 100.0}"
2009-04-28,"{""cash"": 100.0}"
2009-04-29,"{""cash"": 100.0}"
2009-04-30,"{""cash"": 100.0}"
2009-05-01,"{""cash"": 100.0}"
2009-05-04,"{""cash"": 100.0}"
2009-05-05,"{""cash"": 100.0}"
2009-05-06,"{""cash"": 100.0}"
2009-05-07,"{""cash"": 100.0}"
2009-05-08,"{""cash"": 100.0}"
2009-05-11,"{""cash"": 100.0}"
2009-05-12,"{""cash"": 100.0}"
2009-05-13,"{""SQQQ"": 2.1568927483009426, ""TQQQ"": 97.84310725169905}"
2009-05-14,"{""cash"": 100.0}"
2009-05-15,"{""cash"": 100.0}"
2009-05-18,"{""cash"": 100.0}"
2009-05-19,"{""cash"": 100.0}"
2009-05-20,"{""cash"": 100.0}"
2009-05-21,"{""SQQQ"": 10.338254833542383, ""TQQQ"": 89.66174516645762}"
2009-05-22,"{""SQQQ"": 16.85773711512516, ""TQQQ"": 83.14226288487484}"
2009-05-26,"{""cash"": 100.0}"
2009-05-27,"{""cash"": 100.0}"
2009-05-28,"{""cash"": 100.0}"
2009-05-29,"{""cash"": 100.0}"
2009-06-01,"{""cash"": 100.0}"
2009-06-02,"{""cash"": 100.0}"
2009-06-03,"{""cash"": 100.0}"
2009-06-04,"{""cash"": 100.0}"
2009-06-05,"{""cash"": 100.0}"
2009-06-08,"{""cash"": 100.0}"
2009-06-09,"{""cash"": 100.0}"
2009-06-10,"{""cash"": 100.0}"
2009-06-11,"{""cash"": 100.0}"
2009-06-12,"{""cash"": 100.0}"
2009-06-15,"{""SQQQ"": 2.4943124516266235, ""TQQQ"": 97.50568754837337}"
2009-06-16,"{""SQQQ"": 14.685777158708913, ""TQQQ"": 85.31422284129108}"
2009-06-17,"{""SQQQ"": 6.934110473876565, ""TQQQ"": 93.06588952612344}"
2009-06-18,"{""SQQQ"": 11.634355485133751, ""TQQQ"": 88.36564451486625}"
2009-06-19,"{""SQQQ"": 4.283688685111276, ""TQQQ"": 95.71631131488873}"
2009-06-22,"{""SQQQ"": 36.62766402005834, ""TQQQ"": 63.37233597994166}"
2009-06-23,"{""SQQQ"": 40.1800517083462, ""TQQQ"": 59.8199482916538}"
2009-06-24,"{""SQQQ"": 25.198768618283076, ""TQQQ"": 74.80123138171693}"
2009-06-25,"{""SQQQ"": 7.2808471082731145, ""TQQQ"": 92.71915289172689}"
2009-06-26,"{""SQQQ"": 6.844483378671273, ""TQQQ"": 93.15551662132873}"
2009-06-29,"{""SQQQ"": 6.421688479792875, ""TQQQ"": 93.57831152020712}"
2009-06-30,"{""SQQQ"": 10.898087088276299, ""TQQQ"": 89.1019129117237}"
2009-07-01,"{""SQQQ"": 12.521333745690555, ""TQQQ"": 87.47866625430945}"
2009-07-02,"{""SQQQ"": 37.048631958143844, ""TQQQ"": 62.951368041856156}"
2009-07-03,"{""SQQQ"": 34.00210108022927, ""TQQQ"": 65.99789891977073}"
2009-07-06,"{""SQQQ"": 44.695414099931554, ""TQQQ"": 55.304585900068446}"
2009-07-07,"{""SQQQ"": 70.23945267958953, ""TQQQ"": 29.760547320410463}"
2009-07-08,"{""SQQQ"": 65.7984993419666, ""TQQQ"": 34.2015006580334}"
2009-07-09,"{""SQQQ"": 64.55531132193667, ""TQQQ"": 35.44468867806333}"
2009-07-10,"{""SQQQ"": 60.644959298685094, ""TQQQ"": 39.355040701314906}"
2009-07-13,"{""SQQQ"": 42.55365746824331, ""TQQQ"": 57.44634253175669}"
2009-07-14,"{""SQQQ"": 39.235572084136784, ""TQQQ"": 60.764427915863216}"
2009-07-15,"{""SQQQ"": 6.238710337071074, ""TQQQ"": 93.76128966292893}"
2009-07-16,"{""cash"": 100.0}"
2009-07-17,"{""cash"": 100.0}"
2009-07-20,"{""cash"": 100.0}"
2009-07-21,"{""cash"": 100.0}"
2009-07-22,"{""cash"": 100.0}"
2009-07-23,"{""cash"": 100.0}"
2009-07-24,"{""cash"": 100.0}"
2009-07-27,"{""cash"": 100.0}"
2009-07-28,"{""cash"": 100.0}"
2009-07-29,"{""cash"": 100.0}"
2009-07-30,"{""cash"": 100.0}"
2009-07-31,"{""cash"": 100.0}"
2009-08-03,"{""cash"": 100.0}"
2009-08-04,"{""cash"": 100.0}"
2009-08-05,"{""cash"": 100.0}"
2009-08-06,"{""cash"": 100.0}"
2009-08-07,"{""cash"": 100.0}"
2009-08-10,"{""cash"": 100.0}"
2009-08-11,"{""cash"": 100.0}"
2009-08-12,"{""cash"": 100.0}"
2009-08-13,"{""cash"": 100.0}"
2009-08-14,"{""cash"": 100.0}"
2009-08-17,"{""SQQQ"": 20.463318387578976, ""TQQQ"": 79.53668161242102}"
2009-08-18,"{""SQQQ"": 6.839748030481063, ""TQQQ"": 93.16025196951894}"
2009-08-19,"{""SQQQ"": 0.9814437412851151, ""TQQQ"": 99.01855625871488}"
2009-08-20,"{""cash"": 100.0}"
2009-08-21,"{""cash"": 100.0}"
2009-08-24,"{""cash"": 100.0}"
2009-08-25,"{""cash"": 100.0}"
2009-08-26,"{""cash"": 100.0}"
2009-08-27,"{""cash"": 100.0}"
2009-08-28,"{""cash"": 100.0}"
2009-08-31,"{""SQQQ"": 0.6953223767383165, ""TQQQ"": 99.30467762326168}"
2009-09-01,"{""SQQQ"": 22.491143977378915, ""TQQQ"": 77.50885602262109}"
2009-09-02,"{""SQQQ"": 25.245369326080347, ""TQQQ"": 74.75463067391965}"
2009-09-03,"{""SQQQ"": 20.160040219531574, ""TQQQ"": 79.83995978046843}"
2009-09-04,"{""SQQQ"": 0.3472712164683922, ""TQQQ"": 99.65272878353161}"
2009-09-08,"{""cash"": 100.0}"
2009-09-09,"{""cash"": 100.0}"
2009-09-10,"{""cash"": 100.0}"
2009-09-11,"{""cash"": 100.0}"
2009-09-14,"{""cash"": 100.0}"
2009-09-15,"{""cash"": 100.0}"
2009-09-16,"{""cash"": 100.0}"
2009-09-17,"{""cash"": 100.0}"
2009-09-18,"{""cash"": 100.0}"
2009-09-21,"{""cash"": 100.0}"
2009-09-22,"{""cash"": 100.0}"
2009-09-23,"{""cash"": 100.0}"
2009-09-24,"{""SQQQ"": 0.77382622990263, ""TQQQ"": 99.22617377009738}"
2009-09-25,"{""SQQQ"": 12.042408481696508, ""TQQQ"": 87.95759151830349}"
2009-09-28,"{""cash"": 100.0}"
2009-09-29,"{""SQQQ"": 4.049883008911149, ""TQQQ"": 95.95011699108885}"
2009-09-30,"{""SQQQ"": 5.409265929698314, ""TQQQ"": 94.59073407030168}"
2009-10-01,"{""SQQQ"": 37.46551279252094, ""TQQQ"": 62.53448720747906}"
2009-10-02,"{""SQQQ"": 41.20371288601527, ""TQQQ"": 58.79628711398473}"
2009-10-05,"{""SQQQ"": 34.1052845347241, ""TQQQ"": 65.8947154652759}"
2009-10-06,"{""SQQQ"": 17.58810376555787, ""TQQQ"": 82.41189623444212}"
2009-10-07,"{""SQQQ"": 16.133844421173215, ""TQQQ"": 83.86615557882678}"
2009-10-08,"{""SQQQ"": 13.163190813487924, ""TQQQ"": 86.83680918651207}"
2009-10-09,"{""SQQQ"": 8.728407406130344, ""TQQQ"": 91.27159259386966}"
2009-10-12,"{""SQQQ"": 8.10279790095949, ""TQQQ"": 91.89720209904051}"
2009-10-13,"{""SQQQ"": 9.151996227601488, ""TQQQ"": 90.84800377239851}"
2009-10-14,"{""cash"": 100.0}"
2009-10-15,"{""SQQQ"": 0.6774324648552432, ""TQQQ"": 99.32256753514476}"
2009-10-16,"{""SQQQ"": 9.255004521790088, ""TQQQ"": 90.74499547820992}"
2009-10-19,"{""SQQQ"": 0.44827401084465146, ""TQQQ"": 99.55172598915534}"
2009-10-20,"{""SQQQ"": 2.045484441456269, ""TQQQ"": 97.95451555854373}"
2009-10-21,"{""SQQQ"": 5.957654770646414, ""TQQQ"": 94.04234522935359}"
2009-10-22,"{""SQQQ"": 3.569660073985681, ""TQQQ"": 96.43033992601431}"
2009-10-23,"{""SQQQ"": 9.469482134287244, ""TQQQ"": 90.53051786571275}"
2009-10-26,"{""SQQQ"": 14.539281686937189, ""TQQQ"": 85.46071831306281}"
2009-10-27,"{""SQQQ"": 32.16002357408209, ""TQQQ"": 67.83997642591791}"
2009-10-28,"{""SQQQ"": 55.992993698188506, ""TQQQ"": 44.007006301811494}"
2009-10-29,"{""SQQQ"": 40.69482794346536, ""TQQQ"": 59.30517205653464}"
2009-10-30,"{""SQQQ"": 68.24801699102761, ""TQQQ"": 31.751983008972402}"
2009-11-02,"{""SQQQ"": 64.55303457007662, ""TQQQ"": 35.44696542992338}"
2009-11-03,"{""SQQQ"": 61.9043036415428, ""TQQQ"": 38.095696358457204}"
2009-11-04,"{""SQQQ"": 60.67718353212781, ""TQQQ"": 39.322816467872194}"
2009-11-05,"{""SQQQ"": 37.38252195806334, ""TQQQ"": 62.61747804193666}"
2009-11-06,"{""SQQQ"": 32.44721444924954, ""TQQQ"": 67.55278555075046}"
2009-11-09,"{""SQQQ"": 12.132576719754107, ""TQQQ"": 87.86742328024589}"
2009-11-10,"{""SQQQ"": 11.27880884372292, ""TQQQ"": 88.72119115627709}"
2009-11-11,"{""SQQQ"": 6.876262131982525, ""TQQQ"": 93.12373786801747}"
2009-11-12,"{""SQQQ"": 15.007979800385673, ""TQQQ"": 84.99202019961433}"
2009-11-13,"{""SQQQ"": 8.655212904023324, ""TQQQ"": 91.34478709597667}"
2009-11-16,"{""SQQQ"": 0.23272806638801047, ""TQQQ"": 99.767271933612}"
2009-11-17,"{""cash"": 100.0}"
2009-11-18,"{""SQQQ"": 6.116706861493482, ""TQQQ"": 93.88329313850652}"
2009-11-19,"{""SQQQ"": 23.484436928106334, ""TQQQ"": 76.51556307189367}"
2009-11-20,"{""SQQQ"": 29.601468769763827, ""TQQQ"": 70.39853123023617}"
2009-11-23,"{""SQQQ"": 14.510988959183846, ""TQQQ"": 85.48901104081615}"
2009-11-24,"{""SQQQ"": 18.865823047108755, ""TQQQ"": 81.13417695289125}"
2009-11-25,"{""SQQQ"": 15.479921322830547, ""TQQQ"": 84.52007867716945}"
2009-11-27,"{""SQQQ"": 31.53548047257122, ""TQQQ"": 68.46451952742878}"
2009-11-30,"{""SQQQ"": 30.896510228640285, ""TQQQ"": 69.10348977135972}"
2009-12-01,"{""SQQQ"": 21.016535137166446, ""TQQQ"": 78.98346486283356}"
2009-12-02,"{""SQQQ"": 20.524032841832472, ""TQQQ"": 79.47596715816752}"
2009-12-03,"{""SQQQ"": 25.206999272863694, ""TQQQ"": 74.7930007271363}"
2009-12-04,"{""SQQQ"": 21.031405686861802, ""TQQQ"": 78.9685943131382}"
2009-12-07,"{""SQQQ"": 26.773148429928582, ""TQQQ"": 73.22685157007142}"
2009-12-08,"{""SQQQ"": 33.67896982855445, ""TQQQ"": 66.32103017144556}"
2009-12-09,"{""SQQQ"": 24.50642131493208, ""TQQQ"": 75.49357868506792}"
2009-12-10,"{""SQQQ"": 20.345771388270105, ""TQQQ"": 79.65422861172989}"
2009-12-11,"{""SQQQ"": 25.803593082476617, ""TQQQ"": 74.19640691752338}"
2009-12-14,"{""SQQQ"": 17.766567183636838, ""TQQQ"": 82.23343281636316}"
2009-12-15,"{""SQQQ"": 25.05160774395121, ""TQQQ"": 74.94839225604879}"
2009-12-16,"{""SQQQ"": 24.805526529664444, ""TQQQ"": 75.19447347033555}"
2009-12-17,"{""SQQQ"": 37.939731138138654, ""TQQQ"": 62.060268861861346}"
2009-12-18,"{""SQQQ"": 24.37442634501824, ""TQQQ"": 75.62557365498176}"
2009-12-21,"{""SQQQ"": 13.97168112090169, ""TQQQ"": 86.02831887909831}"
2009-12-22,"{""SQQQ"": 8.998122404432173, ""TQQQ"": 91.00187759556782}"
2009-12-23,"{""SQQQ"": 2.805833806706559, ""TQQQ"": 97.19416619329344}"
2009-12-24,"{""cash"": 100.0}"
2009-12-28,"{""cash"": 100.0}"
2009-12-29,"{""cash"": 100.0}"
2009-12-30,"{""cash"": 100.0}"
2009-12-31,"{""SQQQ"": 5.485421750857922, ""TQQQ"": 94.51457824914208}"
2010-01-04,"{""cash"": 100.0}"
2010-01-05,"{""cash"": 100.0}"
2010-01-06,"{""SQQQ"": 1.0393685681790443, ""TQQQ"": 98.96063143182096}"
2010-01-07,"{""SQQQ"": 2.095125588947633, ""TQQQ"": 97.90487441105236}"
2010-01-08,"{""cash"": 100.0}"
2010-01-11,"{""SQQQ"": 2.1257267441859518, ""TQQQ"": 97.87427325581405}"
2010-01-12,"{""SQQQ"": 16.79786693753179, ""TQQQ"": 83.2021330624682}"
2010-01-13,"{""SQQQ"": 6.636992002316211, ""TQQQ"": 93.3630079976838}"
2010-01-14,"{""SQQQ"": 8.197006142057006, ""TQQQ"": 91.802993857943}"
2010-01-15,"{""SQQQ"": 22.27576516366122, ""TQQQ"": 77.72423483633878}"
2010-01-19,"{""SQQQ"": 8.291211185845327, ""TQQQ"": 91.70878881415467}"
2010-01-20,"{""SQQQ"": 24.758100330607448, ""TQQQ"": 75.24189966939255}"
2010-01-21,"{""SQQQ"": 35.713069696385816, ""TQQQ"": 64.28693030361418}"
2010-01-22,"{""SQQQ"": 65.78770574403758, ""TQQQ"": 34.21229425596242}"
2010-01-25,"{""SQQQ"": 62.72929977657675, ""TQQQ"": 37.27070022342325}"
2010-01-26,"{""SQQQ"": 62.02845286431167, ""TQQQ"": 37.97154713568833}"
2010-01-27,"{""SQQQ"": 54.65790568747746, ""TQQQ"": 45.34209431252254}"
2010-01-28,"{""SQQQ"": 79.96263062498583, ""TQQQ"": 20.037369375014173}"
2010-01-29,"{""SQQQ"": 96.26050815347604, ""TQQQ"": 3.739491846523953}"
2010-02-01,"{""SQQQ"": 85.16083640307231, ""TQQQ"": 14.839163596927682}"
2010-02-02,"{""SQQQ"": 76.11665979307483, ""TQQQ"": 23.88334020692518}"
