Date,Allocation
2015-01-26,"{""SQQQ"": 42.35822444400116, ""TQQQ"": 57.64177555599884}"
2015-01-27,"{""SQQQ"": 68.30166866446818, ""TQQQ"": 31.698331335531822}"
2015-01-28,"{""SQQQ"": 72.96189677316866, ""TQQQ"": 27.038103226831346}"
2015-01-29,"{""SQQQ"": 63.31214757687906, ""TQQQ"": 36.68785242312094}"
2015-01-30,"{""SQQQ"": 70.62265332271096, ""TQQQ"": 29.377346677289033}"
2015-02-02,"{""SQQQ"": 61.76803646947264, ""TQQQ"": 38.231963530527366}"
2015-02-03,"{""SQQQ"": 52.21836980845222, ""TQQQ"": 47.78163019154778}"
2015-02-04,"{""SQQQ"": 52.93630506541733, ""TQQQ"": 47.063694934582664}"
2015-02-05,"{""SQQQ"": 44.28436219339314, ""TQQQ"": 55.71563780660686}"
2015-02-06,"{""SQQQ"": 50.09312287563446, ""TQQQ"": 49.90687712436554}"
2015-02-09,"{""SQQQ"": 52.90153228075957, ""TQQQ"": 47.09846771924043}"
2015-02-10,"{""SQQQ"": 37.15673979974129, ""TQQQ"": 62.84326020025871}"
2015-02-11,"{""SQQQ"": 33.322686311554406, ""TQQQ"": 66.6773136884456}"
2015-02-12,"{""SQQQ"": 21.715877545474093, ""TQQQ"": 78.2841224545259}"
2015-02-13,"{""SQQQ"": 13.221281666142637, ""TQQQ"": 86.77871833385737}"
2015-02-17,"{""SQQQ"": 12.571077703862688, ""TQQQ"": 87.42892229613732}"
2015-02-18,"{""SQQQ"": 11.476700618265523, ""TQQQ"": 88.52329938173447}"
2015-02-19,"{""SQQQ"": 6.804757815483509, ""TQQQ"": 93.19524218451649}"
2015-02-20,"{""SQQQ"": 0.5931303802077514, ""TQQQ"": 99.40686961979225}"
2015-02-23,"{""SQQQ"": 0.25164537359658734, ""TQQQ"": 99.74835462640341}"
2015-02-24,"{""SQQQ"": 0.5499605513526684, ""TQQQ"": 99.45003944864733}"
2015-02-25,"{""SQQQ"": 4.074732408516657, ""TQQQ"": 95.92526759148335}"
2015-02-26,"{""SQQQ"": 0.019297568506437823, ""TQQQ"": 99.98070243149357}"
2015-02-27,"{""SQQQ"": 6.016635895142919, ""TQQQ"": 93.98336410485709}"
2015-03-02,"{""cash"": 100.0}"
2015-03-03,"{""SQQQ"": 4.801228764146703, ""TQQQ"": 95.1987712358533}"
2015-03-04,"{""SQQQ"": 9.673053814052256, ""TQQQ"": 90.32694618594775}"
2015-03-05,"{""SQQQ"": 8.71094207026456, ""TQQQ"": 91.28905792973543}"
2015-03-06,"{""SQQQ"": 21.063250615828423, ""TQQQ"": 78.93674938417158}"
2015-03-09,"{""SQQQ"": 18.78382390973251, ""TQQQ"": 81.2161760902675}"
2015-03-10,"{""SQQQ"": 38.21402442994869, ""TQQQ"": 61.78597557005131}"
2015-03-11,"{""SQQQ"": 44.06878826704052, ""TQQQ"": 55.93121173295948}"
2015-03-12,"{""SQQQ"": 37.6127614025212, ""TQQQ"": 62.3872385974788}"
2015-03-13,"{""SQQQ"": 42.211849934524324, ""TQQQ"": 57.788150065475676}"
2015-03-16,"{""SQQQ"": 29.865155469162573, ""TQQQ"": 70.13484453083743}"
2015-03-17,"{""SQQQ"": 29.00464184389031, ""TQQQ"": 70.99535815610969}"
2015-03-18,"{""SQQQ"": 20.243414369620194, ""TQQQ"": 79.7565856303798}"
2015-03-19,"{""SQQQ"": 20.288799579040507, ""TQQQ"": 79.7112004209595}"
2015-03-20,"{""SQQQ"": 17.408687970268456, ""TQQQ"": 82.59131202973154}"
2015-03-23,"{""SQQQ"": 20.389912750388383, ""TQQQ"": 79.61008724961161}"
2015-03-24,"{""SQQQ"": 25.132205760237724, ""TQQQ"": 74.86779423976228}"
2015-03-25,"{""SQQQ"": 49.3411221430428, ""TQQQ"": 50.6588778569572}"
2015-03-26,"{""SQQQ"": 53.434469934156795, ""TQQQ"": 46.565530065843205}"
2015-03-27,"{""SQQQ"": 50.31281696415877, ""TQQQ"": 49.68718303584122}"
2015-03-30,"{""SQQQ"": 40.19637542315758, ""TQQQ"": 59.80362457684242}"
2015-03-31,"{""SQQQ"": 51.7951419561939, ""TQQQ"": 48.20485804380609}"
2015-04-01,"{""SQQQ"": 57.63907136416309, ""TQQQ"": 42.360928635836906}"
2015-04-02,"{""SQQQ"": 57.534650322697686, ""TQQQ"": 42.465349677302314}"
2015-04-06,"{""SQQQ"": 49.77714067711474, ""TQQQ"": 50.22285932288526}"
2015-04-07,"{""SQQQ"": 51.76536671481314, ""TQQQ"": 48.23463328518686}"
2015-04-08,"{""SQQQ"": 44.308188207230245, ""TQQQ"": 55.691811792769755}"
2015-04-09,"{""SQQQ"": 39.10400211133518, ""TQQQ"": 60.89599788866482}"
2015-04-10,"{""SQQQ"": 36.260053619302866, ""TQQQ"": 63.739946380697134}"
2015-04-13,"{""SQQQ"": 39.86289518722595, ""TQQQ"": 60.13710481277405}"
2015-04-14,"{""SQQQ"": 43.92466129141338, ""TQQQ"": 56.07533870858662}"
2015-04-15,"{""SQQQ"": 38.74274959138756, ""TQQQ"": 61.25725040861244}"
2015-04-16,"{""SQQQ"": 41.043791118035756, ""TQQQ"": 58.956208881964244}"
2015-04-17,"{""SQQQ"": 57.37512319978399, ""TQQQ"": 42.624876800216}"
2015-04-20,"{""SQQQ"": 43.20125302161313, ""TQQQ"": 56.79874697838687}"
2015-04-21,"{""SQQQ"": 39.82529589700706, ""TQQQ"": 60.17470410299294}"
2015-04-22,"{""SQQQ"": 35.41516785170368, ""TQQQ"": 64.58483214829633}"
2015-04-23,"{""SQQQ"": 32.468587218311974, ""TQQQ"": 67.53141278168803}"
2015-04-24,"{""SQQQ"": 19.760493560070415, ""TQQQ"": 80.23950643992958}"
2015-04-27,"{""SQQQ"": 23.18733088339432, ""TQQQ"": 76.81266911660568}"
2015-04-28,"{""SQQQ"": 25.834613772873325, ""TQQQ"": 74.16538622712667}"
2015-04-29,"{""SQQQ"": 32.70344534858398, ""TQQQ"": 67.29655465141602}"
2015-04-30,"{""SQQQ"": 48.8012047519946, ""TQQQ"": 51.1987952480054}"
2015-05-01,"{""SQQQ"": 35.84141943120031, ""TQQQ"": 64.15858056879969}"
2015-05-04,"{""SQQQ"": 34.32150406383047, ""TQQQ"": 65.67849593616954}"
2015-05-05,"{""SQQQ"": 50.68302324326241, ""TQQQ"": 49.31697675673759}"
2015-05-06,"{""SQQQ"": 57.21988054988765, ""TQQQ"": 42.780119450112345}"
2015-05-07,"{""SQQQ"": 51.080014151909566, ""TQQQ"": 48.919985848090434}"
2015-05-08,"{""SQQQ"": 38.56820437570192, ""TQQQ"": 61.43179562429808}"
2015-05-11,"{""SQQQ"": 42.45434806088676, ""TQQQ"": 57.54565193911324}"
2015-05-12,"{""SQQQ"": 46.71781803821634, ""TQQQ"": 53.28218196178366}"
2015-05-13,"{""SQQQ"": 44.505832313307316, ""TQQQ"": 55.494167686692684}"
2015-05-14,"{""SQQQ"": 30.002384216486732, ""TQQQ"": 69.99761578351327}"
2015-05-15,"{""SQQQ"": 30.180945250839, ""TQQQ"": 69.819054749161}"
2015-05-18,"{""SQQQ"": 26.21658045169333, ""TQQQ"": 73.78341954830667}"
2015-05-19,"{""SQQQ"": 27.755863390672765, ""TQQQ"": 72.24413660932724}"
2015-05-20,"{""SQQQ"": 27.920479517507758, ""TQQQ"": 72.07952048249224}"
2015-05-21,"{""SQQQ"": 23.665588823615803, ""TQQQ"": 76.3344111763842}"
2015-05-22,"{""SQQQ"": 25.57562981547169, ""TQQQ"": 74.42437018452831}"
2015-05-26,"{""SQQQ"": 38.083979572536386, ""TQQQ"": 61.916020427463614}"
2015-05-27,"{""SQQQ"": 22.57735779136563, ""TQQQ"": 77.42264220863437}"
2015-05-28,"{""SQQQ"": 25.622310603535723, ""TQQQ"": 74.37768939646428}"
2015-05-29,"{""SQQQ"": 32.13390042883836, ""TQQQ"": 67.86609957116164}"
2015-06-01,"{""SQQQ"": 29.15198203248289, ""TQQQ"": 70.84801796751711}"
2015-06-02,"{""SQQQ"": 32.67937893597919, ""TQQQ"": 67.32062106402081}"
2015-06-03,"{""SQQQ"": 30.02007790819996, ""TQQQ"": 69.97992209180003}"
2015-06-04,"{""SQQQ"": 38.08995741660745, ""TQQQ"": 61.91004258339255}"
2015-06-05,"{""SQQQ"": 41.208628841607585, ""TQQQ"": 58.791371158392415}"
2015-06-08,"{""SQQQ"": 52.02861472748456, ""TQQQ"": 47.97138527251544}"
2015-06-09,"{""SQQQ"": 54.14761678087363, ""TQQQ"": 45.85238321912637}"
2015-06-10,"{""SQQQ"": 41.00823568896891, ""TQQQ"": 58.99176431103109}"
2015-06-11,"{""SQQQ"": 40.287075785132565, ""TQQQ"": 59.712924214867435}"
2015-06-12,"{""SQQQ"": 49.26157676379107, ""TQQQ"": 50.73842323620893}"
2015-06-15,"{""SQQQ"": 54.79978209578209, ""TQQQ"": 45.200217904217915}"
2015-06-16,"{""SQQQ"": 49.889632845265254, ""TQQQ"": 50.110367154734746}"
2015-06-17,"{""SQQQ"": 47.73884589223661, ""TQQQ"": 52.26115410776339}"
2015-06-18,"{""SQQQ"": 33.88059701492542, ""TQQQ"": 66.11940298507459}"
2015-06-19,"{""SQQQ"": 41.706341701659596, ""TQQQ"": 58.293658298340404}"
2015-06-22,"{""SQQQ"": 34.82001291913812, ""TQQQ"": 65.17998708086188}"
2015-06-23,"{""SQQQ"": 34.61098303741888, ""TQQQ"": 65.38901696258111}"
2015-06-24,"{""SQQQ"": 40.402592546428984, ""TQQQ"": 59.597407453571016}"
2015-06-25,"{""SQQQ"": 42.81761882077034, ""TQQQ"": 57.18238117922966}"
2015-06-26,"{""SQQQ"": 49.79484849928023, ""TQQQ"": 50.20515150071977}"
2015-06-29,"{""SQQQ"": 73.54552880371294, ""TQQQ"": 26.45447119628705}"
2015-06-30,"{""SQQQ"": 69.97058354840054, ""TQQQ"": 30.029416451599456}"
2015-07-01,"{""SQQQ"": 62.16069927226311, ""TQQQ"": 37.83930072773689}"
2015-07-02,"{""SQQQ"": 61.759231610514476, ""TQQQ"": 38.240768389485524}"
2015-07-06,"{""SQQQ"": 63.803453337071346, ""TQQQ"": 36.196546662928654}"
2015-07-07,"{""SQQQ"": 60.86390601969664, ""TQQQ"": 39.13609398030336}"
2015-07-08,"{""SQQQ"": 77.35300215206041, ""TQQQ"": 22.64699784793959}"
2015-07-09,"{""SQQQ"": 77.18770310910703, ""TQQQ"": 22.812296890892966}"
2015-07-10,"{""SQQQ"": 62.00761081970578, ""TQQQ"": 37.99238918029421}"
2015-07-13,"{""SQQQ"": 45.00439708525569, ""TQQQ"": 54.99560291474431}"
2015-07-14,"{""SQQQ"": 38.61967694566805, ""TQQQ"": 61.38032305433195}"
2015-07-15,"{""SQQQ"": 37.732031601258875, ""TQQQ"": 62.267968398741125}"
2015-07-16,"{""SQQQ"": 24.26306100145963, ""TQQQ"": 75.73693899854037}"
2015-07-17,"{""SQQQ"": 10.44699039651894, ""TQQQ"": 89.55300960348106}"
2015-07-20,"{""SQQQ"": 8.140896079309956, ""TQQQ"": 91.85910392069005}"
2015-07-21,"{""SQQQ"": 9.77428426805943, ""TQQQ"": 90.22571573194057}"
2015-07-22,"{""SQQQ"": 22.377627485063943, ""TQQQ"": 77.62237251493606}"
2015-07-23,"{""SQQQ"": 27.03762356006244, ""TQQQ"": 72.96237643993756}"
2015-07-24,"{""SQQQ"": 37.64459615188239, ""TQQQ"": 62.35540384811761}"
2015-07-27,"{""SQQQ"": 46.14209347948155, ""TQQQ"": 53.85790652051845}"
2015-07-28,"{""SQQQ"": 37.767912962804274, ""TQQQ"": 62.232087037195726}"
2015-07-29,"{""SQQQ"": 34.21612717479247, ""TQQQ"": 65.78387282520754}"
2015-07-30,"{""SQQQ"": 29.785137394763595, ""TQQQ"": 70.2148626052364}"
2015-07-31,"{""SQQQ"": 31.329070131610624, ""TQQQ"": 68.67092986838938}"
2015-08-03,"{""SQQQ"": 34.7041132500028, ""TQQQ"": 65.2958867499972}"
2015-08-04,"{""SQQQ"": 36.78534374488084, ""TQQQ"": 63.21465625511916}"
2015-08-05,"{""SQQQ"": 29.525009323352002, ""TQQQ"": 70.47499067664799}"
2015-08-06,"{""SQQQ"": 45.804557131525094, ""TQQQ"": 54.195442868474906}"
2015-08-07,"{""SQQQ"": 47.00511641108871, ""TQQQ"": 52.99488358891129}"
2015-08-10,"{""SQQQ"": 35.82280138825234, ""TQQQ"": 64.17719861174767}"
2015-08-11,"{""SQQQ"": 48.77757727457943, ""TQQQ"": 51.22242272542057}"
2015-08-12,"{""SQQQ"": 45.40355746826435, ""TQQQ"": 54.59644253173565}"
2015-08-13,"{""SQQQ"": 47.02965074295111, ""TQQQ"": 52.97034925704889}"
2015-08-14,"{""SQQQ"": 45.657092143119456, ""TQQQ"": 54.342907856880544}"
2015-08-17,"{""SQQQ"": 37.6834977048584, ""TQQQ"": 62.3165022951416}"
2015-08-18,"{""SQQQ"": 43.353223995261125, ""TQQQ"": 56.646776004738875}"
2015-08-19,"{""SQQQ"": 50.370535860242626, ""TQQQ"": 49.62946413975737}"
2015-08-20,"{""SQQQ"": 77.64426789845058, ""TQQQ"": 22.355732101549417}"
2015-08-21,"{""SQQQ"": 100.0}"
2015-08-24,"{""SQQQ"": 100.0}"
2015-08-25,"{""SQQQ"": 100.0}"
2015-08-26,"{""SQQQ"": 100.0}"
2015-08-27,"{""SQQQ"": 84.26095992155538, ""TQQQ"": 15.739040078444608}"
2015-08-28,"{""SQQQ"": 83.5475105333799, ""TQQQ"": 16.45248946662009}"
2015-08-31,"{""SQQQ"": 94.47507533488282, ""TQQQ"": 5.524924665117184}"
2015-09-01,"{""SQQQ"": 100.0}"
2015-09-02,"{""SQQQ"": 95.34189354160233, ""TQQQ"": 4.658106458397669}"
2015-09-03,"{""SQQQ"": 98.83750897409934, ""TQQQ"": 1.1624910259006582}"
2015-09-04,"{""SQQQ"": 100.0}"
2015-09-08,"{""SQQQ"": 81.59269700234667, ""TQQQ"": 18.40730299765333}"
2015-09-09,"{""SQQQ"": 91.8870975482794, ""TQQQ"": 8.112902451720604}"
2015-09-10,"{""SQQQ"": 81.178097774101, ""TQQQ"": 18.821902225899}"
2015-09-11,"{""SQQQ"": 75.40000997600211, ""TQQQ"": 24.599990023997893}"
2015-09-14,"{""SQQQ"": 77.8709644030172, ""TQQQ"": 22.129035596982803}"
2015-09-15,"{""SQQQ"": 66.19129315891053, ""TQQQ"": 33.80870684108947}"
2015-09-16,"{""SQQQ"": 60.48407973077919, ""TQQQ"": 39.51592026922081}"
2015-09-17,"{""SQQQ"": 60.304589923908125, ""TQQQ"": 39.69541007609187}"
2015-09-18,"{""SQQQ"": 76.6355554898162, ""TQQQ"": 23.364444510183798}"
2015-09-21,"{""SQQQ"": 73.22905935164303, ""TQQQ"": 26.770940648356973}"
2015-09-22,"{""SQQQ"": 86.78098778780871, ""TQQQ"": 13.21901221219128}"
2015-09-23,"{""SQQQ"": 84.95585801163664, ""TQQQ"": 15.044141988363375}"
2015-09-24,"{""SQQQ"": 87.3052340902512, ""TQQQ"": 12.694765909748792}"
2015-09-25,"{""SQQQ"": 93.8720255190529, ""TQQQ"": 6.127974480947103}"
2015-09-28,"{""SQQQ"": 100.0}"
2015-09-29,"{""SQQQ"": 100.0}"
2015-09-30,"{""SQQQ"": 97.5307532101706, ""TQQQ"": 2.469246789829391}"
2015-10-01,"{""SQQQ"": 91.3575810346996, ""TQQQ"": 8.642418965300386}"
2015-10-02,"{""SQQQ"": 73.06271155541272, ""TQQQ"": 26.93728844458728}"
2015-10-05,"{""SQQQ"": 58.110838722058446, ""TQQQ"": 41.88916127794155}"
2015-10-06,"{""SQQQ"": 61.85138033834722, ""TQQQ"": 38.14861966165278}"
2015-10-07,"{""SQQQ"": 54.88836689333261, ""TQQQ"": 45.111633106667384}"
2015-10-08,"{""SQQQ"": 49.89243111345112, ""TQQQ"": 50.10756888654888}"
2015-10-09,"{""SQQQ"": 44.30987384242202, ""TQQQ"": 55.69012615757798}"
2015-10-12,"{""SQQQ"": 40.870273929601794, ""TQQQ"": 59.129726070398206}"
2015-10-13,"{""SQQQ"": 46.35036496350369, ""TQQQ"": 53.64963503649631}"
2015-10-14,"{""SQQQ"": 46.92264546374447, ""TQQQ"": 53.07735453625553}"
2015-10-15,"{""SQQQ"": 29.551195976239885, ""TQQQ"": 70.44880402376012}"
2015-10-16,"{""SQQQ"": 24.830893583917657, ""TQQQ"": 75.16910641608234}"
2015-10-19,"{""SQQQ"": 18.641696939329265, ""TQQQ"": 81.35830306067074}"
2015-10-20,"{""SQQQ"": 23.295425410083404, ""TQQQ"": 76.7045745899166}"
2015-10-21,"{""SQQQ"": 29.054756335541942, ""TQQQ"": 70.94524366445806}"
2015-10-22,"{""SQQQ"": 8.08786079711734, ""TQQQ"": 91.91213920288266}"
2015-10-23,"{""cash"": 100.0}"
2015-10-26,"{""cash"": 100.0}"
2015-10-27,"{""cash"": 100.0}"
2015-10-28,"{""cash"": 100.0}"
2015-10-29,"{""cash"": 100.0}"
2015-10-30,"{""cash"": 100.0}"
2015-11-02,"{""cash"": 100.0}"
2015-11-03,"{""cash"": 100.0}"
2015-11-04,"{""cash"": 100.0}"
2015-11-05,"{""cash"": 100.0}"
2015-11-06,"{""cash"": 100.0}"
2015-11-09,"{""cash"": 100.0}"
2015-11-10,"{""cash"": 100.0}"
2015-11-11,"{""cash"": 100.0}"
2015-11-12,"{""SQQQ"": 10.281219882230818, ""TQQQ"": 89.71878011776919}"
2015-11-13,"{""SQQQ"": 31.925420333670296, ""TQQQ"": 68.0745796663297}"
2015-11-16,"{""SQQQ"": 19.041623463190703, ""TQQQ"": 80.9583765368093}"
2015-11-17,"{""SQQQ"": 19.624115770493223, ""TQQQ"": 80.37588422950678}"
2015-11-18,"{""SQQQ"": 1.72798278016828, ""TQQQ"": 98.27201721983172}"
2015-11-19,"{""SQQQ"": 2.675492514371436, ""TQQQ"": 97.32450748562856}"
2015-11-20,"{""cash"": 100.0}"
2015-11-23,"{""SQQQ"": 2.0606076193065426, ""TQQQ"": 97.93939238069346}"
2015-11-24,"{""SQQQ"": 4.431215717928594, ""TQQQ"": 95.5687842820714}"
2015-11-25,"{""SQQQ"": 4.867574420684029, ""TQQQ"": 95.13242557931598}"
2015-11-27,"{""SQQQ"": 4.776829986789577, ""TQQQ"": 95.22317001321042}"
2015-11-30,"{""SQQQ"": 9.08118545636578, ""TQQQ"": 90.91881454363421}"
2015-12-01,"{""SQQQ"": 0.48591316843834553, ""TQQQ"": 99.51408683156166}"
2015-12-02,"{""SQQQ"": 8.92300999484873, ""TQQQ"": 91.07699000515127}"
2015-12-03,"{""SQQQ"": 28.12673227738238, ""TQQQ"": 71.87326772261761}"
2015-12-04,"{""SQQQ"": 6.376009344370514, ""TQQQ"": 93.62399065562948}"
2015-12-07,"{""SQQQ"": 13.289817326887654, ""TQQQ"": 86.71018267311234}"
2015-12-08,"{""SQQQ"": 15.937398462038466, ""TQQQ"": 84.06260153796154}"
2015-12-09,"{""SQQQ"": 34.10108747913371, ""TQQQ"": 65.89891252086629}"
2015-12-10,"{""SQQQ"": 31.641880089993624, ""TQQQ"": 68.35811991000638}"
2015-12-11,"{""SQQQ"": 56.62073420174387, ""TQQQ"": 43.379265798256135}"
2015-12-14,"{""SQQQ"": 50.449739384090144, ""TQQQ"": 49.55026061590986}"
2015-12-15,"{""SQQQ"": 45.583250713158385, ""TQQQ"": 54.416749286841615}"
2015-12-16,"{""SQQQ"": 32.27558604917101, ""TQQQ"": 67.72441395082899}"
2015-12-17,"{""SQQQ"": 48.30284340651983, ""TQQQ"": 51.69715659348017}"
2015-12-18,"{""SQQQ"": 71.18143053571535, ""TQQQ"": 28.818569464284643}"
2015-12-21,"{""SQQQ"": 61.09984514744853, ""TQQQ"": 38.90015485255148}"
2015-12-22,"{""SQQQ"": 55.48000811853068, ""TQQQ"": 44.51999188146932}"
2015-12-23,"{""SQQQ"": 49.25132795925521, ""TQQQ"": 50.74867204074479}"
2015-12-24,"{""SQQQ"": 50.61279407454763, ""TQQQ"": 49.38720592545237}"
2015-12-28,"{""SQQQ"": 52.0071661688682, ""TQQQ"": 47.99283383113179}"
2015-12-29,"{""SQQQ"": 37.41178410172687, ""TQQQ"": 62.58821589827313}"
2015-12-30,"{""SQQQ"": 47.34656860661212, ""TQQQ"": 52.65343139338788}"
2015-12-31,"{""SQQQ"": 60.479359909367794, ""TQQQ"": 39.520640090632206}"
2016-01-04,"{""SQQQ"": 81.70665241595565, ""TQQQ"": 18.293347584044362}"
2016-01-05,"{""SQQQ"": 83.31929397357526, ""TQQQ"": 16.68070602642474}"
2016-01-06,"{""SQQQ"": 91.84362746313491, ""TQQQ"": 8.156372536865103}"
2016-01-07,"{""SQQQ"": 100.0}"
2016-01-08,"{""SQQQ"": 100.0}"
2016-01-11,"{""SQQQ"": 100.0}"
2016-01-12,"{""SQQQ"": 100.0}"
2016-01-13,"{""SQQQ"": 100.0}"
2016-01-14,"{""SQQQ"": 100.0}"
2016-01-15,"{""SQQQ"": 100.0}"
2016-01-19,"{""SQQQ"": 100.0}"
2016-01-20,"{""SQQQ"": 100.0}"
2016-01-21,"{""SQQQ"": 100.0}"
2016-01-22,"{""SQQQ"": 100.0}"
2016-01-25,"{""SQQQ"": 100.0}"
2016-01-26,"{""SQQQ"": 100.0}"
2016-01-27,"{""SQQQ"": 100.0}"
2016-01-28,"{""SQQQ"": 100.0}"
2016-01-29,"{""SQQQ"": 99.65914465670679, ""TQQQ"": 0.3408553432932143}"
2016-02-01,"{""SQQQ"": 95.8706202023821, ""TQQQ"": 4.129379797617891}"
2016-02-02,"{""SQQQ"": 100.0}"
2016-02-03,"{""SQQQ"": 100.0}"
2016-02-04,"{""SQQQ"": 100.0}"
2016-02-05,"{""SQQQ"": 100.0}"
2016-02-08,"{""SQQQ"": 100.0}"
2016-02-09,"{""SQQQ"": 100.0}"
2016-02-10,"{""SQQQ"": 100.0}"
2016-02-11,"{""SQQQ"": 100.0}"
2016-02-12,"{""SQQQ"": 100.0}"
2016-02-16,"{""SQQQ"": 100.0}"
2016-02-17,"{""SQQQ"": 84.37602500348721, ""TQQQ"": 15.623974996512779}"
2016-02-18,"{""SQQQ"": 92.91389627031259, ""TQQQ"": 7.086103729687404}"
2016-02-19,"{""SQQQ"": 87.71826118588578, ""TQQQ"": 12.28173881411422}"
2016-02-22,"{""SQQQ"": 69.9820002506294, ""TQQQ"": 30.017999749370606}"
2016-02-23,"{""SQQQ"": 84.04852876257732, ""TQQQ"": 15.951471237422679}"
2016-02-24,"{""SQQQ"": 72.80440834382027, ""TQQQ"": 27.19559165617973}"
2016-02-25,"{""SQQQ"": 61.815067839263136, ""TQQQ"": 38.18493216073686}"
2016-02-26,"{""SQQQ"": 61.510386885923076, ""TQQQ"": 38.48961311407693}"
2016-02-27,"{""SQQQ"": 59.361405417623544, ""TQQQ"": 40.638594582376456}"
2016-02-29,"{""SQQQ"": 66.5869953349075, ""TQQQ"": 33.41300466509249}"
2016-03-01,"{""SQQQ"": 33.82852430719069, ""TQQQ"": 66.17147569280931}"
2016-03-02,"{""SQQQ"": 32.6618728562992, ""TQQQ"": 67.3381271437008}"
2016-03-03,"{""SQQQ"": 33.5257416304798, ""TQQQ"": 66.4742583695202}"
2016-03-04,"{""SQQQ"": 31.94276283825993, ""TQQQ"": 68.05723716174008}"
2016-03-07,"{""SQQQ"": 36.72587729883671, ""TQQQ"": 63.27412270116329}"
2016-03-08,"{""SQQQ"": 43.38982985290536, ""TQQQ"": 56.61017014709464}"
2016-03-09,"{""SQQQ"": 35.49517635688556, ""TQQQ"": 64.50482364311443}"
2016-03-10,"{""SQQQ"": 35.05475911422956, ""TQQQ"": 64.94524088577045}"
2016-03-11,"{""SQQQ"": 16.036489400975295, ""TQQQ"": 83.9635105990247}"
2016-03-14,"{""SQQQ"": 13.242315973322928, ""TQQQ"": 86.75768402667707}"
2016-03-15,"{""SQQQ"": 13.052480812043754, ""TQQQ"": 86.94751918795625}"
2016-03-16,"{""SQQQ"": 3.4564553398832687, ""TQQQ"": 96.54354466011674}"
2016-03-17,"{""SQQQ"": 3.889766109766657, ""TQQQ"": 96.11023389023335}"
2016-03-18,"{""SQQQ"": 5.858227907221069, ""TQQQ"": 94.14177209277894}"
2016-03-21,"{""SQQQ"": 2.540039358747914, ""TQQQ"": 97.45996064125208}"
2016-03-22,"{""SQQQ"": 0.1031825300900846, ""TQQQ"": 99.89681746990992}"
2016-03-23,"{""SQQQ"": 9.092136420411567, ""TQQQ"": 90.90786357958844}"
2016-03-24,"{""SQQQ"": 9.881705949243802, ""TQQQ"": 90.11829405075619}"
2016-03-28,"{""SQQQ"": 11.947446710716425, ""TQQQ"": 88.05255328928358}"
2016-03-29,"{""cash"": 100.0}"
2016-03-30,"{""cash"": 100.0}"
2016-03-31,"{""cash"": 100.0}"
2016-04-01,"{""cash"": 100.0}"
2016-04-04,"{""cash"": 100.0}"
2016-04-05,"{""SQQQ"": 4.317452385985909, ""TQQQ"": 95.68254761401408}"
2016-04-06,"{""cash"": 100.0}"
2016-04-07,"{""SQQQ"": 5.607073745521285, ""TQQQ"": 94.39292625447871}"
2016-04-08,"{""SQQQ"": 7.769278015571334, ""TQQQ"": 92.23072198442867}"
2016-04-11,"{""SQQQ"": 12.481479711322352, ""TQQQ"": 87.51852028867765}"
2016-04-12,"{""SQQQ"": 4.799993888277754, ""TQQQ"": 95.20000611172225}"
2016-04-13,"{""cash"": 100.0}"
2016-04-14,"{""cash"": 100.0}"
2016-04-15,"{""cash"": 100.0}"
2016-04-18,"{""cash"": 100.0}"
2016-04-19,"{""SQQQ"": 5.639490041286788, ""TQQQ"": 94.36050995871321}"
2016-04-20,"{""SQQQ"": 7.608664913322594, ""TQQQ"": 92.3913350866774}"
2016-04-21,"{""SQQQ"": 10.248961095127873, ""TQQQ"": 89.75103890487213}"
2016-04-22,"{""SQQQ"": 28.336072278126533, ""TQQQ"": 71.66392772187346}"
2016-04-25,"{""SQQQ"": 30.430480747809174, ""TQQQ"": 69.56951925219083}"
2016-04-26,"{""SQQQ"": 36.948752074890464, ""TQQQ"": 63.051247925109536}"
2016-04-27,"{""SQQQ"": 46.03156076380787, ""TQQQ"": 53.96843923619213}"
2016-04-28,"{""SQQQ"": 59.08448063227535, ""TQQQ"": 40.91551936772465}"
2016-04-29,"{""SQQQ"": 65.05843837450146, ""TQQQ"": 34.94156162549854}"
2016-05-02,"{""SQQQ"": 56.37203756148455, ""TQQQ"": 43.627962438515446}"
2016-05-03,"{""SQQQ"": 66.35346114749763, ""TQQQ"": 33.64653885250238}"
2016-05-04,"{""SQQQ"": 73.13619894935279, ""TQQQ"": 26.86380105064721}"
2016-05-05,"{""SQQQ"": 73.67876650146603, ""TQQQ"": 26.321233498533964}"
2016-05-06,"{""SQQQ"": 68.86034566762504, ""TQQQ"": 31.13965433237496}"
2016-05-09,"{""SQQQ"": 66.50801794115408, ""TQQQ"": 33.49198205884591}"
2016-05-10,"{""SQQQ"": 53.92413220592689, ""TQQQ"": 46.075867794073105}"
2016-05-11,"{""SQQQ"": 63.03572754958042, ""TQQQ"": 36.96427245041957}"
2016-05-12,"{""SQQQ"": 67.41048714453905, ""TQQQ"": 32.58951285546095}"
2016-05-13,"{""SQQQ"": 71.00784939267952, ""TQQQ"": 28.992150607320475}"
2016-05-16,"{""SQQQ"": 58.963514707738874, ""TQQQ"": 41.036485292261126}"
2016-05-17,"{""SQQQ"": 71.48609362991337, ""TQQQ"": 28.513906370086627}"
2016-05-18,"{""SQQQ"": 68.26873826190898, ""TQQQ"": 31.73126173809103}"
